backbone,tsk_pretext,d_pretext,head_pred,ft_stategy,tsk_target,d_target,frac_dtarget,metric_target,metric
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,RW-Waist,1.0,accuracy,0.7916666666666665
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,RW-Waist,1.0,accuracy,0.7830504115226337
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,RW-Waist,0.1,accuracy,0.6748971193415639
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.1,accuracy,0.6539351851851852
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,RW-Waist,0.01,accuracy,0.2400977366255144
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.01,accuracy,0.2635030864197531
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,RW-Waist,0.5,accuracy,0.7911522633744856
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.5,accuracy,0.8005401234567899
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,RW-Waist,1.0,accuracy,0.8011831275720165
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,RW-Waist,1.0,accuracy,0.7874228395061728
aLLM4TS,aLLM4TS,AD,aLLM4TS,Freeze,HAR,RW-Waist,1.0,accuracy,0.7824074074074074
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,RW-Waist,0.1,accuracy,0.6198559670781894
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.1,accuracy,0.6526491769547326
aLLM4TS,aLLM4TS,AD,aLLM4TS,Freeze,HAR,RW-Waist,0.1,accuracy,0.6397890946502057
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,RW-Waist,0.01,accuracy,0.3019547325102881
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.01,accuracy,0.2860082304526749
aLLM4TS,aLLM4TS,AD,aLLM4TS,Freeze,HAR,RW-Waist,0.01,accuracy,0.30118312757201643
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,RW-Waist,0.5,accuracy,0.7915380658436213
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.5,accuracy,0.7901234567901234
aLLM4TS,aLLM4TS,AD,aLLM4TS,Freeze,HAR,RW-Waist,0.5,accuracy,0.7632458847736623
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,RW-Waist,1.0,accuracy,0.7881944444444443
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,RW-Waist,1.0,accuracy,0.7930812757201644
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,RW-Waist,0.1,accuracy,0.585648148148148
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.1,accuracy,0.6048096707818931
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,RW-Waist,0.01,accuracy,0.22813786008230452
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.01,accuracy,0.22890946502057616
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,RW-Waist,0.5,accuracy,0.7997685185185185
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.5,accuracy,0.7974537037037037
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,RW-Waist,1.0,accuracy,0.799511316872428
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,RW-Waist,1.0,accuracy,0.7926954732510287
aLLM4TS,aLLM4TS,AE,aLLM4TS,Freeze,HAR,RW-Waist,1.0,accuracy,0.7788065843621399
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,RW-Waist,0.1,accuracy,0.5985082304526749
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.1,accuracy,0.650977366255144
aLLM4TS,aLLM4TS,AE,aLLM4TS,Freeze,HAR,RW-Waist,0.1,accuracy,0.6138117283950617
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,RW-Waist,0.01,accuracy,0.21386316872427982
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.01,accuracy,0.22852366255144038
aLLM4TS,aLLM4TS,AE,aLLM4TS,Freeze,HAR,RW-Waist,0.01,accuracy,0.27970679012345684
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,RW-Waist,0.5,accuracy,0.8005401234567899
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.5,accuracy,0.7852366255144032
aLLM4TS,aLLM4TS,AE,aLLM4TS,Freeze,HAR,RW-Waist,0.5,accuracy,0.7665895061728395
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,RW-Waist,1.0,accuracy,0.800025720164609
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,RW-Waist,1.0,accuracy,0.7962962962962963
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,RW-Waist,0.1,accuracy,0.6549639917695473
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.1,accuracy,0.6707818930041153
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,RW-Waist,0.01,accuracy,0.34953703703703703
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.01,accuracy,0.347608024691358
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,RW-Waist,0.5,accuracy,0.7924382716049382
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.5,accuracy,0.7763631687242798
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,RW-Waist,1.0,accuracy,0.809542181069959
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,RW-Waist,1.0,accuracy,0.794624485596708
aLLM4TS,aLLM4TS,A,aLLM4TS,Freeze,HAR,RW-Waist,1.0,accuracy,0.7809927983539096
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,RW-Waist,0.1,accuracy,0.6489197530864197
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.1,accuracy,0.6795267489711935
aLLM4TS,aLLM4TS,A,aLLM4TS,Freeze,HAR,RW-Waist,0.1,accuracy,0.6516203703703703
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,RW-Waist,0.01,accuracy,0.31468621399176955
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.01,accuracy,0.29140946502057613
aLLM4TS,aLLM4TS,A,aLLM4TS,Freeze,HAR,RW-Waist,0.01,accuracy,0.3132716049382716
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,RW-Waist,0.5,accuracy,0.7930812757201647
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,RW-Waist,0.5,accuracy,0.7914094650205761
aLLM4TS,aLLM4TS,A,aLLM4TS,Freeze,HAR,RW-Waist,0.5,accuracy,0.7536008230452674
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,UCI,1.0,accuracy,0.9140096618357489
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,UCI,1.0,accuracy,0.914975845410628
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,UCI,0.1,accuracy,0.4811594202898551
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,UCI,0.1,accuracy,0.5657004830917874
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,UCI,0.01,accuracy,0.28937198067632847
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,UCI,0.01,accuracy,0.28937198067632847
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,UCI,0.5,accuracy,0.8400966183574881
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,UCI,0.5,accuracy,0.8405797101449276
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,UCI,1.0,accuracy,0.8990338164251209
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,UCI,1.0,accuracy,0.8893719806763286
aLLM4TS,aLLM4TS,AD,aLLM4TS,Freeze,HAR,UCI,1.0,accuracy,0.8642512077294685
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,UCI,0.1,accuracy,0.5763285024154589
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,UCI,0.1,accuracy,0.49323671497584537
aLLM4TS,aLLM4TS,AD,aLLM4TS,Freeze,HAR,UCI,0.1,accuracy,0.5521739130434783
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,UCI,0.01,accuracy,0.28937198067632847
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,UCI,0.01,accuracy,0.28937198067632847
aLLM4TS,aLLM4TS,AD,aLLM4TS,Freeze,HAR,UCI,0.01,accuracy,0.2975845410628019
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,UCI,0.5,accuracy,0.7961352657004831
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,UCI,0.5,accuracy,0.8458937198067633
aLLM4TS,aLLM4TS,AD,aLLM4TS,Freeze,HAR,UCI,0.5,accuracy,0.7922705314009661
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,UCI,1.0,accuracy,0.8971014492753624
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,UCI,1.0,accuracy,0.9053140096618358
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,UCI,0.1,accuracy,0.4323671497584541
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,UCI,0.1,accuracy,0.4623188405797102
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,UCI,0.01,accuracy,0.24396135265700483
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,UCI,0.01,accuracy,0.24396135265700483
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,UCI,0.5,accuracy,0.8318840579710144
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,UCI,0.5,accuracy,0.8357487922705314
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,UCI,1.0,accuracy,0.8850241545893721
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,UCI,1.0,accuracy,0.8908212560386474
aLLM4TS,aLLM4TS,AE,aLLM4TS,Freeze,HAR,UCI,1.0,accuracy,0.8695652173913043
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,UCI,0.1,accuracy,0.3647342995169083
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,UCI,0.1,accuracy,0.5396135265700481
aLLM4TS,aLLM4TS,AE,aLLM4TS,Freeze,HAR,UCI,0.1,accuracy,0.4975845410628019
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,UCI,0.01,accuracy,0.24396135265700483
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,UCI,0.01,accuracy,0.24396135265700483
aLLM4TS,aLLM4TS,AE,aLLM4TS,Freeze,HAR,UCI,0.01,accuracy,0.2603864734299517
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,UCI,0.5,accuracy,0.8338164251207729
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,UCI,0.5,accuracy,0.8096618357487922
aLLM4TS,aLLM4TS,AE,aLLM4TS,Freeze,HAR,UCI,0.5,accuracy,0.7845410628019323
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,UCI,1.0,accuracy,0.9082125603864736
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,UCI,1.0,accuracy,0.8864734299516909
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,UCI,0.1,accuracy,0.5347826086956521
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,UCI,0.1,accuracy,0.5207729468599034
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,UCI,0.01,accuracy,0.3111111111111111
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,UCI,0.01,accuracy,0.3111111111111111
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,UCI,0.5,accuracy,0.8115942028985508
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,UCI,0.5,accuracy,0.8169082125603865
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,UCI,1.0,accuracy,0.8980676328502416
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,UCI,1.0,accuracy,0.9057971014492752
aLLM4TS,aLLM4TS,A,aLLM4TS,Freeze,HAR,UCI,1.0,accuracy,0.859903381642512
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,UCI,0.1,accuracy,0.5202898550724638
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,UCI,0.1,accuracy,0.5318840579710145
aLLM4TS,aLLM4TS,A,aLLM4TS,Freeze,HAR,UCI,0.1,accuracy,0.5536231884057969
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,UCI,0.01,accuracy,0.3111111111111111
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,UCI,0.01,accuracy,0.3111111111111111
aLLM4TS,aLLM4TS,A,aLLM4TS,Freeze,HAR,UCI,0.01,accuracy,0.29613526570048304
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,UCI,0.5,accuracy,0.8304347826086955
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,UCI,0.5,accuracy,0.8342995169082124
aLLM4TS,aLLM4TS,A,aLLM4TS,Freeze,HAR,UCI,0.5,accuracy,0.8053140096618356
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,WISDM,1.0,accuracy,0.8399897593445981
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,WISDM,1.0,accuracy,0.8397337429595494
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,WISDM,0.1,accuracy,0.6772913466461854
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,WISDM,0.1,accuracy,0.6795954941116231
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,WISDM,0.01,accuracy,0.2665130568356375
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,WISDM,0.01,accuracy,0.2919866871479775
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,WISDM,0.5,accuracy,0.8175883256528418
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,WISDM,0.5,accuracy,0.819636456733231
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,WISDM,1.0,accuracy,0.8521505376344086
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,WISDM,1.0,accuracy,0.8420378904249871
aLLM4TS,aLLM4TS,AD,aLLM4TS,Freeze,HAR,WISDM,1.0,accuracy,0.8108038914490527
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,WISDM,0.1,accuracy,0.6012544802867383
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,WISDM,0.1,accuracy,0.5542754736303124
aLLM4TS,aLLM4TS,AD,aLLM4TS,Freeze,HAR,WISDM,0.1,accuracy,0.5965181771633384
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,WISDM,0.01,accuracy,0.2909626216077829
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,WISDM,0.01,accuracy,0.2776497695852535
aLLM4TS,aLLM4TS,AD,aLLM4TS,Freeze,HAR,WISDM,0.01,accuracy,0.31413210445468515
aLLM4TS,aLLM4TS,AD,aLLM4TS,Full Finetune,HAR,WISDM,0.5,accuracy,0.8250128008192524
aLLM4TS,aLLM4TS,AD,aLLM4TS,Partial Freeze,HAR,WISDM,0.5,accuracy,0.8206605222734256
aLLM4TS,aLLM4TS,AD,aLLM4TS,Freeze,HAR,WISDM,0.5,accuracy,0.7974910394265234
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,WISDM,1.0,accuracy,0.8405017921146952
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,WISDM,1.0,accuracy,0.844726062467998
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,WISDM,0.1,accuracy,0.6630824372759857
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,WISDM,0.1,accuracy,0.6926523297491038
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,WISDM,0.01,accuracy,0.2780337941628264
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,WISDM,0.01,accuracy,0.2881464413722479
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,WISDM,0.5,accuracy,0.8128520225294419
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,WISDM,0.5,accuracy,0.819252432155658
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,WISDM,1.0,accuracy,0.8454941116231438
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,WISDM,1.0,accuracy,0.8454941116231438
aLLM4TS,aLLM4TS,AE,aLLM4TS,Freeze,HAR,WISDM,1.0,accuracy,0.815284178187404
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,WISDM,0.1,accuracy,0.5263696876600104
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,WISDM,0.1,accuracy,0.5976702508960573
aLLM4TS,aLLM4TS,AE,aLLM4TS,Freeze,HAR,WISDM,0.1,accuracy,0.572452636968766
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,WISDM,0.01,accuracy,0.2629288274449565
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,WISDM,0.01,accuracy,0.2789298515104967
aLLM4TS,aLLM4TS,AE,aLLM4TS,Freeze,HAR,WISDM,0.01,accuracy,0.2772657450076805
aLLM4TS,aLLM4TS,AE,aLLM4TS,Full Finetune,HAR,WISDM,0.5,accuracy,0.8120839733742958
aLLM4TS,aLLM4TS,AE,aLLM4TS,Partial Freeze,HAR,WISDM,0.5,accuracy,0.811699948796723
aLLM4TS,aLLM4TS,AE,aLLM4TS,Freeze,HAR,WISDM,0.5,accuracy,0.767537122375832
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,WISDM,1.0,accuracy,0.8448540706605222
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,WISDM,1.0,accuracy,0.8425499231950845
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,WISDM,0.1,accuracy,0.626984126984127
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,WISDM,0.1,accuracy,0.6716589861751152
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,WISDM,0.01,accuracy,0.31515616999487966
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,WISDM,0.01,accuracy,0.3187403993855607
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,WISDM,0.5,accuracy,0.8125960061443932
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,WISDM,0.5,accuracy,0.8293650793650794
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,WISDM,1.0,accuracy,0.8397337429595494
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,WISDM,1.0,accuracy,0.8461341525857655
aLLM4TS,aLLM4TS,A,aLLM4TS,Freeze,HAR,WISDM,1.0,accuracy,0.822836661546339
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,WISDM,0.1,accuracy,0.6121351766513057
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,WISDM,0.1,accuracy,0.6446492575524833
aLLM4TS,aLLM4TS,A,aLLM4TS,Freeze,HAR,WISDM,0.1,accuracy,0.5951100870455709
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,WISDM,0.01,accuracy,0.2987711213517665
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,WISDM,0.01,accuracy,0.29928315412186385
aLLM4TS,aLLM4TS,A,aLLM4TS,Freeze,HAR,WISDM,0.01,accuracy,0.3108038914490528
aLLM4TS,aLLM4TS,A,aLLM4TS,Full Finetune,HAR,WISDM,0.5,accuracy,0.8175883256528418
aLLM4TS,aLLM4TS,A,aLLM4TS,Partial Freeze,HAR,WISDM,0.5,accuracy,0.8172043010752688
aLLM4TS,aLLM4TS,A,aLLM4TS,Freeze,HAR,WISDM,0.5,accuracy,0.7804659498207885
